Protein,Protein_quant,ProteinName
A0A075B6I0,61184955.582455546, 
A0A075B6J9,5109477.401824712, 
A0A075B767,11485083.859523755, 
A0A087WSY6,33428746.391405713, 
A0A087WW87,114228833.10184456, 
A0A087X1C5,3186051.7086818116, 
A0A0B4J1V0,5444753.660477998, 
A0A0B4J1V1,7729759.341519572, 
A0A0B4J1V2,11438581.36937535, 
A0A0B4J1V6,3852145.5590360444, 
A0A0B4J1X5,90314779.05487119, 
A0A0B4J1Y9,69227280.84930797, 
A0A0B4J2D5,61146383.46296153, 
A0A0B4J2H0,5823812.790175328, 
A0A0C4DH25,33981275.96897922, 
A0A0C4DH31,12082994.209450971, 
A0A0C4DH33,2700858.3849262763, 
A0A0C4DH34,3188558.3905490385, 
A0A0C4DH36,5728544.827264959, 
A0A0C4DH38,39859620.372866824, 
A0A0C4DH67,11873152.253978059, 
A0A0C4DH68,6692009.562783202, 
A0A0J9YX35,19898228.228116415, 
A0A0J9YX94,3401173.670336757, 
A0A0J9YXQ4,3238196.1190772094, 
A0A0J9YXX1,9943172.540013311, 
A0AV96,14355168.862363663, 
A0AVF1,3124114.5678656255, 
A0AVT1,32450256.498396218, 
A0FGR8,53638739.392808795, 
A0JNW5,4322078.7980579445, 
A0M8Q6,6722379.51032867, 
A0MZ66,23872569.549115814, 
A0PJW8,2490783.908549456, 
A1A4S6,19595062.475239664, 
A1IGU5,5219608.023781222, 
A1L0T0,2597072.603723331, 
A1L188,2217784.261415728, 
A1L390,6178486.517140307, 
A1X283,24014837.575127207, 
A1Z1Q3,5184397.330136823, 
A2RRP1,10660285.563505895, 
A2RTX5,4596110.447552615, 
A2RUB1,56540091.25582366, 
A2RUC4,3688070.5934554017, 
A2RUS2,4046576.386374343, 
A3KMH1,13307619.601458369, 
A3KN83,19752247.830376938, 
A4D0V7,16029961.515060907, 
A4D126,537780.5455780945, 
A4D1E9,1620923.8246379767, 
A4D1P6,31080903.142245505, 
A4D1S5,762672.108933311, 
A4D2B0,1206386.430359669, 
A4FU69,19495486.016697194, 
A5A3E0,25663087.071808677, 
A5D8V6,2640561.3626123704, 
A5YKK6,28582078.78043899, 
A5YM72,4499616.956690092, 
A6NC98,4335552.971499534, 
A6NCE7,12057861.947103282, 
A6NCS6,2449810.544366175, 
A6NDB9,1953067.813058148, 
A6NDG6,12218946.165524311, 
A6NDU8,1354568.8692340206, 
A6NEE1,1861674.279117497, 
A6NFI3,3166726.060544394, 
A6NFQ2,7799520.136668604, 
A6NHQ2,1677842.899952469, 
A6NHR9,32043571.606790707, 
A6NI28,2623516.0729198786, 
A6NIH7,18235530.676809613, 
A6NK89,6704371.660764661, 
A6NKD9,747349.1316050645, 
A6NKG5,33908331.288948834, 
A6NKL6,2572240.500407108, 
A6NLP5,14598886.108776592, 
A6NMB1,201513284.43859187, 
A6NMY6,6388470.878916607, 
