Protein,Protein_quant,ProteinName
A0A075B6I0,41865878.19478406, 
A0A075B6J9,3767419.8115718346, 
A0A075B767,16497608.844710797, 
A0A087WSX0,7059916.549037172, 
A0A087WSY6,29987897.115052056, 
A0A087WW87,206098712.89607286, 
A0A0A0MS15,41603921.688802995, 
A0A0A0MT36,12478894.387952887, 
A0A0B4J1V1,7252388.058819055, 
A0A0B4J1V6,4557939.00474362, 
A0A0B4J1X5,188223946.84986582, 
A0A0B4J1Y8,5931726.538173961, 
A0A0B4J1Y9,3667178.3778288034, 
A0A0B4J2D5,48880394.71236284, 
A0A0B4J2F0,45368930.31764355, 
A0A0C4DH25,37680840.66193393, 
A0A0C4DH36,31572743.207377747, 
A0A0C4DH38,1158614.8860168008, 
A0A0C4DH43,3437306.052192673, 
A0A0C4DH68,14091933.470121924, 
A0A0C4DH72,16648522.467376709, 
A0A0J9YX35,49279073.280241504, 
A0A0J9YXQ4,4718311.026969133, 
A0AV96,9402538.585218698, 
A0AVF1,3437704.4210575786, 
A0AVT1,56037179.98631829, 
A0FGR8,105524789.34047678, 
A0JNW5,653222.812100428, 
A0MZ66,13030494.415459018, 
A0PJW8,6659087.920305631, 
A0PJZ3,406132.7361511718, 
A1A4S6,7213499.132691339, 
A1IGU5,8096100.254814741, 
A1L020,1892085.584741564, 
A1L0T0,8293784.772962023, 
A1L390,15660211.18249568, 
A1X283,157396745.3336795, 
A1Z1Q3,19641869.17536743, 
A2RRP1,20466035.12322214, 
A2RTX5,22496956.136922475, 
A2RUB1,162352593.82061028, 
A2RUB6,3602499.608154129, 
A2RUC4,6321583.206496162, 
A2RUS2,1250911.4406951044, 
A3KMH1,14628667.976128269, 
A3KN83,11773634.220660398, 
A4D126,635446.9120446064, 
A4D1E9,534571.705429301, 
A4D1P6,9191506.336847942, 
A4FU69,12582185.594681611, 
A5A3E0,18647452.167245995, 
A5D8V6,4085848.998866415, 
A5D8W1,24806570.81288249, 
A5PLL7,2742215.806843494, 
A5YKK6,39505069.15893773, 
A5YM72,18092726.84800473, 
A6NCE7,42094484.13631388, 
A6NDB9,6016052.390850203, 
A6NDG6,6328831.347778382, 
A6NDU8,18051111.375471704, 
A6NEE1,4997206.212112308, 
A6NEL2,799015.999273446, 
A6NFN3,525905.0048354027, 
A6NFQ2,8548656.723462969, 
A6NHQ2,1583581.63475076, 
A6NHR9,21592847.701243374, 
A6NIH7,12753057.14443255, 
A6NK89,4417041.171823083, 
A6NKD2,2943915.278301664, 
