UniprotID,ProteinName,quant
F5GUD3,F5GUD3_CAEEL,155673.76973894323
F5GUI0,F5GUI0_CAEEL,437182.5739716857
G1K0V8,G1K0V8_CAEEL,17213275.66498723
G1K0X0,G1K0X0_CAEEL,1794017.1265442446
G3MTW9,G3MTW9_CAEEL,378075.8684083372
G3MU08,G3MU08_CAEEL,1858277.965551552
G3MU14,G3MU14_CAEEL,1490256.125221328
G3MU28,G3MU28_CAEEL,2814966.177040459
G3MU38,G3MU38_CAEEL,18453844.69878185
G3MU56,G3MU56_CAEEL,3300594.589560019
G3MU79,G3MU79_CAEEL,4836824.514082771
G3MU88,G3MU88_CAEEL,16928954.966925148
G4RYA5,G4RYA5_CAEEL,941435.4823929382
G4S034,G4S034_CAEEL,19403836.83586881
G4SF15,G4SF15_CAEEL,2130951.4479303868
G4SGU1,G4SGU1_CAEEL,3146031.816189578
G4SI07,G4SI07_CAEEL,10948274.474716857
G4SL51,G4SL51_CAEEL,24631585.286431838
G4SLD6,G4SLD6_CAEEL,3310641.6672017034
G4SPY0,G4SPY0_CAEEL,9449747.370986743
G4SQY7,G4SQY7_CAEEL,941424.243819822
G4SRS5,G4SRS5_CAEEL,13068587.42117356
G5EBF3,G5EBF3_CAEEL,80422450.55030772
G5EBF4,G5EBF4_CAEEL,5801648.85969491
G5EBG0,G5EBG0_CAEEL,856072.5403401235
G5EBH3,G5EBH3_CAEEL,2852514.1631280687
G5EBH7,G5EBH7_CAEEL,50427668.04898225
G5EBI0,G5EBI0_CAEEL,13192802.031791285
G5EBJ7,G5EBJ7_CAEEL,18987075.262800217
G5EBJ8,G5EBJ8_CAEEL,83304929.70057355
G5EBK3,G5EBK3_CAEEL,20092726.96120325
G5EBK4,G5EBK4_CAEEL,1341074.9693738483
G5EBP4,G5EBP4_CAEEL,8157377.828346112
G5EBP5,G5EBP5_CAEEL,37450045.50418973
G5EBR1,G5EBR1_CAEEL,23275433.589811884
G5EBS1,G5EBS1_CAEEL,472611.2517312936
G5EBT3,G5EBT3_CAEEL,2999044.181117804
G5EBU8,G5EBU8_CAEEL,3273517.7645427324
G5EBV4,G5EBV4_CAEEL,11985138.88685374
G5EBV6,G5EBV6_CAEEL,6751535.26413112
G5EBW5,G5EBW5_CAEEL,1412585.3051328587
G5EBX0,G5EBX0_CAEEL,2276123.3719700747
G5EBX6,G5EBX6_CAEEL,436696.0416134397
G5EBY3,G5EBY3_CAEEL,6175149.535955403
G5EC10,G5EC10_CAEEL,17363889.407108217
G5EC23,G5EC23_CAEEL,5779140.191120362
G5EC24,G5EC24_CAEEL,269577.4976510679
G5EC31,G5EC31_CAEEL,5641145.097295674
G5EC67,G5EC67_CAEEL,1120030.0239480834
G5EC71,G5EC71_CAEEL,2069524.9709865316
G5EC78,G5EC78_CAEEL,14065278.170396246
G5EC86,G5EC86_CAEEL,882229.3150946227
G5EC87,G5EC87_CAEEL,7059913.622231403
G5EC91,G5EC91_CAEEL,25805287.680250403
G5EC98,G5EC98_CAEEL,6568799.510262655
G5ECA7,G5ECA7_CAEEL,18772580.33807706
G5ECB3,G5ECB3_CAEEL,10882993.703684298
G5ECC1,G5ECC1_CAEEL,2925845.617179608
G5ECC9,G5ECC9_CAEEL,4608963.809129925
G5ECD7,G5ECD7_CAEEL,4551354.304331632
G5ECE7,G5ECE7_CAEEL,12247407.912065834
G5ECF4,G5ECF4_CAEEL,601946.8005444476
G5ECF8,G5ECF8_CAEEL,1083089.2959029684
G5ECG0,G5ECG0_CAEEL,6311598.856828759
G5ECG7,G5ECG7_CAEEL,8654277.873714516
G5ECI8,G5ECI8_CAEEL,1388002.4186659718
G5ECK7,G5ECK7_CAEEL,3101213.516425284
G5ECL3,G5ECL3_CAEEL,5186269.986812884
G5ECM6,G5ECM6_CAEEL,9432056.761249835
G5ECP9,G5ECP9_CAEEL,11915629.75003779
G5ECR0,G5ECR0_CAEEL,34485076.12118935
G5ECR5,G5ECR5_CAEEL,1268923.2599468103
G5ECR7,G5ECR7_CAEEL,6266396.415031055
G5ECS4,G5ECS4_CAEEL,1231013.5211405233
G5ECS9,G5ECS9_CAEEL,7092898.008495344
G5ECT6,G5ECT6_CAEEL,32903128.20291781
G5ECU1,G5ECU1_CAEEL,25223081.56281483
G5ECU3,G5ECU3_CAEEL,38949614.245282784
G5ECV9,G5ECV9_CAEEL,12310802.403406939
G5ECW3,G5ECW3_CAEEL,3045280.095322288
G5ECW7,G5ECW7_CAEEL,5234408.635177098
G5ECX8,G5ECX8_CAEEL,11902478.345495177
G5ECX9,G5ECX9_CAEEL,3246332.5509881834
G5ECY0,G5ECY0_CAEEL,14938818.4029973
G5ECZ0,G5ECZ0_CAEEL,2108463.010973835
G5ECZ2,G5ECZ2_CAEEL,18899357.812244564
G5ED01,G5ED01_CAEEL,5992980.672890525
G5ED07,G5ED07_CAEEL,42261369.93841888
G5ED26,G5ED26_CAEEL,172315.931353392
G5ED27,G5ED27_CAEEL,3658730.779774781
G5ED31,G5ED31_CAEEL,27839723.650472634
G5ED33,G5ED33_CAEEL,10124744.473461453
G5ED36,G5ED36_CAEEL,1038360.6349101822
G5ED41,CAND1_CAEEL,3369666.8516940493
G5ED64,G5ED64_CAEEL,5310632.239455648
G5ED75,G5ED75_CAEEL,1924893.378475188
G5ED95,G5ED95_CAEEL,10150771.809407935
G5ED97,G5ED97_CAEEL,12905373.541184358
G5EDA8,G5EDA8_CAEEL,4495100.039746788
G5EDB7,G5EDB7_CAEEL,4362553.090235528
G5EDC6,G5EDC6_CAEEL,4219779.15869168
G5EDD3,G5EDD3_CAEEL,14676414.62888294
G5EDD4,G5EDD4_CAEEL,11099614.061322555
G5EDD8,G5EDD8_CAEEL,4072330.0067990227
G5EDE8,G5EDE8_CAEEL,18977737.12430784
G5EDF5,G5EDF5_CAEEL,1518962.6735709785
G5EDF7,G5EDF7_CAEEL,442550.7224288106
G5EDJ3,G5EDJ3_CAEEL,671614.2574989185
G5EDJ6,G5EDJ6_CAEEL,1711938.5811386495
G5EDL9,G5EDL9_CAEEL,24812984.30719541
G5EDM4,G5EDM4_CAEEL,32035959.31282947
G5EDM5,G5EDM5_CAEEL,295202.03725628165
G5EDN6,G5EDN6_CAEEL,1476810.0596498265
G5EDP0,G5EDP0_CAEEL,1636610.0035953573
G5EDP2,NLTP2_CAEEL,19463326.524846945
G5EDQ2,G5EDQ2_CAEEL,7945554.141960679
G5EDQ4,G5EDQ4_CAEEL,5664055.826734262
G5EDR3,G5EDR3_CAEEL,10307383.114524942
G5EDS2,G5EDS2_CAEEL,5623313.857240063
G5EDT4,G5EDT4_CAEEL,4080743.461512075
G5EDT9,G5EDT9_CAEEL,1839667.9723720336
G5EDV0,G5EDV0_CAEEL,5575676.408305127
G5EDV3,G5EDV3_CAEEL,20282237.377416857
G5EDV7,G5EDV7_CAEEL,7303539.128268555
G5EDW8,G5EDW8_CAEEL,10899496.84149466
G5EDY2,G5EDY2_CAEEL,5758848.888468942
G5EDY3,G5EDY3_CAEEL,2439435.1139072906
G5EDY8,G5EDY8_CAEEL,3982853.3201996237
G5EDZ2,G5EDZ2_CAEEL,5031434.497050353
G5EDZ5,G5EDZ5_CAEEL,15945669.0404796
G5EDZ7,G5EDZ7_CAEEL,2219932.2614148217
G5EDZ9,G5EDZ9_CAEEL,8649140.579343999
G5EE04,G5EE04_CAEEL,7469488.255922283
G5EE09,G5EE09_CAEEL,5667897.679632657
G5EE11,G5EE11_CAEEL,8587840.673464958
G5EE12,G5EE12_CAEEL,5679068.168772775
G5EE32,G5EE32_CAEEL,449963.4769286542
G5EE41,G5EE41_CAEEL,14184500.318301193
G5EE42,G5EE42_CAEEL,6263957.213055268
G5EE46,G5EE46_CAEEL,5197454.815109021
G5EE67,G5EE67_CAEEL,4145347.4133888423
G5EE72,G5EE72_CAEEL,465286.7372904391
G5EE74,G5EE74_CAEEL,8943613.864668127
G5EE80,G5EE80_CAEEL,8868100.794782164
G5EEA2,G5EEA2_CAEEL,6452217.72426136
G5EEA8,G5EEA8_CAEEL,10518771.40362826
G5EEE5,G5EEE5_CAEEL,13333460.496641863
G5EEG4,G5EEG4_CAEEL,36833963.94110537
G5EEG7,G5EEG7_CAEEL,989426.1889763016
G5EEH6,G5EEH6_CAEEL,16561118.460127398
G5EEH9,NUP98_CAEEL,5558685.966638905
G5EEI4,G5EEI4_CAEEL,18195416.975805983
G5EEI8,G5EEI8_CAEEL,423780.0102368376
G5EEJ7,G5EEJ7_CAEEL,11934308.936221858
G5EEK2,G5EEK2_CAEEL,3854121.9188442305
G5EEK8,G5EEK8_CAEEL,26676776.759132076
G5EEK9,G5EEK9_CAEEL,2383842.9200890064
G5EEL2,G5EEL2_CAEEL,1110169.4823157757
G5EEM5,ZYG9_CAEEL,4019433.5757380975
G5EEN7,G5EEN7_CAEEL,1223580.7434572456
G5EEQ8,G5EEQ8_CAEEL,2679752.4550043363
G5EER4,G5EER4_CAEEL,717433.054303975
G5EER7,G5EER7_CAEEL,737565.5463066064
G5EES3,G5EES3_CAEEL,1089904.469187037
G5EES6,G5EES6_CAEEL,6167187.344715026
G5EES9,G5EES9_CAEEL,11819656.814130064
G5EET2,G5EET2_CAEEL,4240515.882929626
G5EET3,G5EET3_CAEEL,3210469.4938642117
G5EET8,G5EET8_CAEEL,45090847.30035787
G5EEV5,G5EEV5_CAEEL,14687339.351570606
G5EEZ0,G5EEZ0_CAEEL,761031.5923458454
G5EEZ4,G5EEZ4_CAEEL,1684699.3757335802
G5EF01,G5EF01_CAEEL,3016378.067794377
G5EF05,G5EF05_CAEEL,8057851.506761484
G5EF32,G5EF32_CAEEL,17175753.975027375
G5EF37,G5EF37_CAEEL,22000567.68962234
G5EF39,G5EF39_CAEEL,1390474.8508316816
G5EF53,G5EF53_CAEEL,1670990.8785634032
G5EF60,STIM1_CAEEL,1535793.7065388446
G5EF86,G5EF86_CAEEL,3984759.1223308076
G5EF87,G5EF87_CAEEL,6254478.620298633
G5EF97,G5EF97_CAEEL,4022395.523117887
G5EF99,G5EF99_CAEEL,2031148.4522432657
G5EFB5,G5EFB5_CAEEL,14244406.579073988
G5EFC1,G5EFC1_CAEEL,11370919.810157586
G5EFC4,G5EFC4_CAEEL,7546583.132190453
G5EFC8,G5EFC8_CAEEL,2670261.1026526634
G5EFD1,G5EFD1_CAEEL,3869130.506885714
G5EFD4,G5EFD4_CAEEL,2098895.189989844
G5EFD7,G5EFD7_CAEEL,2079524.106358988
G5EFE3,G5EFE3_CAEEL,22875401.03349547
G5EFF8,G5EFF8_CAEEL,8097361.737596706
G5EFF9,G5EFF9_CAEEL,1009244.0386970284
G5EFG4,G5EFG4_CAEEL,9998959.690994794
G5EFH0,G5EFH0_CAEEL,5241161.586459378
G5EFH4,G5EFH4_CAEEL,1234011.5040290824
G5EFH8,G5EFH8_CAEEL,5490154.839679369
G5EFI4,G5EFI4_CAEEL,29765084.503899593
G5EFJ0,G5EFJ0_CAEEL,2483230.2025363077
G5EFJ8,G5EFJ8_CAEEL,184491.0034626873
G5EFK4,G5EFK4_CAEEL,21332821.91210726
G5EFL1,G5EFL1_CAEEL,118170.84910924178
G5EFL5,G5EFL5_CAEEL,16648545.94211458
G5EFM7,G5EFM7_CAEEL,756599.434655598
G5EFP3,G5EFP3_CAEEL,1300161.2282234395
G5EFP4,G5EFP4_CAEEL,2226823.350910733
G5EFP8,G5EFP8_CAEEL,323243.53438368434
G5EFR0,G5EFR0_CAEEL,4025043.1831647675
G5EFS2,G5EFS2_CAEEL,4169753.2323735706
G5EFS4,DCPS_CAEEL,2379460.7217058213
G5EFS5,G5EFS5_CAEEL,63679862.055302784
G5EFV4,G5EFV4_CAEEL,38290008.510897726
G5EFX8,G5EFX8_CAEEL,2405827.667739258
G5EFY6,G5EFY6_CAEEL,2185846.819791478
G5EFZ1,GPMI_CAEEL,24098410.2253786
G5EFZ5,G5EFZ5_CAEEL,2230197.887097165
G5EG03,G5EG03_CAEEL,831024.6408598718
G5EG13,G5EG13_CAEEL,8946994.478347175
G5EG18,G5EG18_CAEEL,2591212.6591817415
G5EG26,G5EG26_CAEEL,1679648.5996456286
G5EG50,G5EG50_CAEEL,2760337.399754875
G5EG58,G5EG58_CAEEL,663363.30757084
G5EG62,G5EG62_CAEEL,7851519.989870347
G5EGA5,FAT2_CAEEL,16629214.255011853
G5EGA6,DHRS4_CAEEL,2808518.934339227
G5EGA7,G5EGA7_CAEEL,933713.5720116262
G5EGB1,G5EGB1_CAEEL,56894983.84519512
G5EGB3,G5EGB3_CAEEL,762588.9704431328
G5EGG0,G5EGG0_CAEEL,1857184.2782365254
G5EGH7,G5EGH7_CAEEL,15560283.92878368
G5EGK1,G5EGK1_CAEEL,7614660.018048446
G5EGK8,G5EGK8_CAEEL,6002895.064176813
G5EGL2,G5EGL2_CAEEL,6134844.9184064595
G5EGN2,FAT6_CAEEL,1152171.3826043548
G5EGP4,G5EGP4_CAEEL,6346742.02551708
G5EGP8,G5EGP8_CAEEL,26055523.205626827
G5EGS5,G5EGS5_CAEEL,679552.054839958
G5EGS9,G5EGS9_CAEEL,205544.9839651138
G5EGT7,G5EGT7_CAEEL,7026585.425658954
G5EGU1,G5EGU1_CAEEL,4475826.604630003
G8JXY9,G8JXY9_CAEEL,1542847.2436141537
G8JY31,G8JY31_CAEEL,2722506.5900912406
G8JY38,G8JY38_CAEEL,37017463.4427242
G8JY40,G8JY40_CAEEL,25778960.616277523
G8JY63,G8JY63_CAEEL,2418750.858355432
G8JY83,G8JY83_CAEEL,10824866.401051205
G8JY94,G8JY94_CAEEL,26825649.140551187
G8JYE4,G8JYE4_CAEEL,2177628.468188248
G8JYG1,G8JYG1_CAEEL,9067982.456613677
G8XYY4,G8XYY4_CAEEL,60296282.96638985
H1UBJ6,H1UBJ6_CAEEL,678062.8291439916
H1ZUV6,H1ZUV6_CAEEL,2366345.747295406
H2FLJ1,H2FLJ1_CAEEL,12375003.841574034
H2FLK8,H2FLK8_CAEEL,31205625.810486384
H2FLK9,H2FLK9_CAEEL,1782231.7039645887
H2KMJ3,H2KMJ3_CAEEL,6707769.703868205
H2KMK6,H2KMK6_CAEEL,4729465.192312075
H2KY88,H2KY88_CAEEL,676407.2456842156
H2KYC4,H2KYC4_CAEEL,12202048.257938663
H2KYC9,H2KYC9_CAEEL,4050633.0438557626
H2KYD5,H2KYD5_CAEEL,3368959.657117341
H2KYD7,H2KYD7_CAEEL,3068671.9121403303
H2KYE0,H2KYE0_CAEEL,9199829.002219163
H2KYE1,H2KYE1_CAEEL,1810371.811445531
H2KYG4,H2KYG4_CAEEL,8947923.018025242
H2KYH5,H2KYH5_CAEEL,4426997.3940637205
H2KYI5,H2KYI5_CAEEL,5660655.937455099
H2KYJ2,H2KYJ2_CAEEL,7833114.093208951
H2KYJ5,H2KYJ5_CAEEL,14390138.576363178
H2KYM1,H2KYM1_CAEEL,4035091.178150906
H2KYN3,H2KYN3_CAEEL,2528454.154383345
H2KYN5,H2KYN5_CAEEL,4093845.0290911635
H2KYN6,H2KYN6_CAEEL,745732.0122513564
H2KYP1,H2KYP1_CAEEL,2426419.3770211493
H2KYP2,H2KYP2_CAEEL,2705500.373849218
H2KYQ2,H2KYQ2_CAEEL,6352554.001496805
H2KYQ5,GYG1_CAEEL,22622387.21178378
H2KYR1,H2KYR1_CAEEL,26562567.6050414
H2KYS8,H2KYS8_CAEEL,1493346.067778641
H2KYU6,H2KYU6_CAEEL,6042058.646274404
H2KYV1,H2KYV1_CAEEL,20350897.598646987
H2KYV3,H2KYV3_CAEEL,16612356.044846281
H2KYV8,H2KYV8_CAEEL,833080.1038569428
H2KYV9,H2KYV9_CAEEL,2444792.238532597
H2KYY4,H2KYY4_CAEEL,25545211.527503762
H2KYY8,H2KYY8_CAEEL,2644769.213595411
H2KZ18,H2KZ18_CAEEL,4953377.080595651
H2KZ48,H2KZ48_CAEEL,3288211.7175825974
H2KZ53,H2KZ53_CAEEL,958973.5062679322
H2KZ73,H2KZ73_CAEEL,9385020.622253956
H2KZ95,H2KZ95_CAEEL,1056031.502307223
H2KZA2,H2KZA2_CAEEL,6817572.140220145
H2KZA5,H2KZA5_CAEEL,10901048.605098445
H2KZA6,H2KZA6_CAEEL,1511743.0931006751
H2KZD5,H2KZD5_CAEEL,4149337.398196525
H2KZG6,H2KZG6_CAEEL,165945697.93484274
H2KZI9,H2KZI9_CAEEL,243187.98395463737
H2KZJ5,H2KZJ5_CAEEL,13759022.650928756
H2KZJ7,H2KZJ7_CAEEL,1833601.1314909167
H2KZK7,H2KZK7_CAEEL,5108560.858447109
H2KZL0,H2KZL0_CAEEL,1245183.8952227102
H2KZL6,H2KZL6_CAEEL,8646605.109914746
H2KZL7,H2KZL7_CAEEL,116108204.36529696
H2KZN9,H2KZN9_CAEEL,1923680.8532178607
H2KZR3,H2KZR3_CAEEL,2044935.6512391404
H2KZS4,H2KZS4_CAEEL,5090803.841554441
H2KZV5,H2KZV5_CAEEL,30544028.637367785
H2KZV8,H2KZV8_CAEEL,29641957.38854363
H2KZX4,H2KZX4_CAEEL,6906072.720844129
H2KZY5,H2KZY5_CAEEL,2080955.0401413604
H2L003,H2L003_CAEEL,400086.16224388767
H2L034,H2L034_CAEEL,9189802.689619964
H2L045,H2L045_CAEEL,1344742.289967582
H2L048,H2L048_CAEEL,3763056.7831169777
H2L056,H2L056_CAEEL,4092556.25416811
H2L099,H2L099_CAEEL,1481505.0123419988
H2L0A8,H2L0A8_CAEEL,1083855.5759252536
H2L0C0,H2L0C0_CAEEL,3773646.63536538
H2L0D5,H2L0D5_CAEEL,7441791.004003218
H2L0E5,H2L0E5_CAEEL,1110819.209210496
