UniprotID,ProteinName,quant
A6NHR9,SMHD1_HUMAN,6522551.752205338
A6NIH7,U119B_HUMAN,5857230.198091883
A6NJ78,MET15_HUMAN,316476.70997709763
A6NKF1,SAC31_HUMAN,10122001.113019526
A6NKT7,RGPD3_HUMAN,5391787.472815312
A6ZJ46,A6ZJ46_CAEEL,1479486.7764130477
A6ZKI3,F127A_HUMAN,2568745.150173601
A7DT45,A7DT45_CAEEL,3952892.599753817
A7DTF5,A7DTF5_CAEEL,6104347.425153175
A7E2V4,ZSWM8_HUMAN,186781.9952667058
A7LPE6,A7LPE6_CAEEL,16650648.477234947
A7LPF3,A7LPF3_CAEEL,7516133.433621773
A7LPG5,A7LPG5_CAEEL,12405058.187731821
A7LPJ5,A7LPJ5_CAEEL,1901280.4646173979
A8MT69,CENPX_HUMAN,387484.9032187998
A8MT70,ZBBX_HUMAN,7570527.682541223
A8MWD9,RUXGL_HUMAN,159527304.78509584
A8MXV4,NUD19_HUMAN,911310.6820576953
A8WHR6,A8WHR6_CAEEL,12726801.741856512
A9CZN9,A9CZN9_CAEEL,3340171.989225912
A9D0C6,A9D0C6_CAEEL,689625.7477114048
A9D2X7,A9D2X7_CAEEL,2850078.764587586
A9UJN7,A9UJN7_CAEEL,8219213.323206425
B0I1T2,MYO1G_HUMAN,9392671.007114789
B0M0L8,B0M0L8_CAEEL,8756255.904659042
B0M0L9,B0M0L9_CAEEL,674977.5585650597
B1Q250,B1Q250_CAEEL,346893.0847908862
B1Q254,B1Q254_CAEEL,385483.276347751
B1V898,B1V898_CAEEL,554385.3688437595
B2D6K7,B2D6K7_CAEEL,4856841.607498382
B2D6P1,B2D6P1_CAEEL,5696625.147509033
B2FDA8,SMC3_CAEEL,1042734.1839196652
B3CJ34,B3CJ34_CAEEL,4287669.5301804
B3GWA1,B3GWA1_CAEEL,7165676.043031776
B3WFT8,B3WFT8_CAEEL,7051881.439127166
B3WFV9,B3WFV9_CAEEL,4427662.876297463
B3WFW9,B3WFW9_CAEEL,4220866.800667176
B3WFZ3,B3WFZ3_CAEEL,834847.398441994
B4E3X6,B4E3X6_CAEEL,4870104.215862592
B5BM23,B5BM23_CAEEL,5001915.39855126
B5BM32,B5BM32_CAEEL,1067524.2215156592
B5BM33,B5BM33_CAEEL,1432619.3679047218
B5BM47,B5BM47_CAEEL,51395266.36644435
B5U8N2,B5U8N2_CAEEL,1573079.1359743965
B6VQ41,B6VQ41_CAEEL,708061.9895231196
B6VQ59,B6VQ59_CAEEL,3667653.1863023266
B7FAR9,B7FAR9_CAEEL,4946746.955099519
B7FAS8,B7FAS8_CAEEL,887392.5860595284
B7WN92,B7WN92_CAEEL,1746992.4885056715
B7WN95,B7WN95_CAEEL,413504179.9770692
B7ZAQ6,GPHRA_HUMAN,2452337.5386177446
B9WRS6,B9WRS6_CAEEL,22235313.358067024
C0P278,C0P278_CAEEL,502079.2392966301
C0VXV6,C0VXV6_CAEEL,798702.6979228482
C0Z1Y9,C0Z1Y9_CAEEL,2988113.3106812155
C1P622,C1P622_CAEEL,24916995.432230342
C1P629,C1P629_CAEEL,1589991.5005776188
C1P636,C1P636_CAEEL,11354296.097694868
C2BR91,C2BR91_CAEEL,2514481.756522854
C4AMC7,WASH3_HUMAN,7009719.734536392
C5VUK2,C5VUK2_CAEEL,2550988.8974770694
C6KRG1,C6KRG1_CAEEL,2495755.591106876
C6KRI9,C6KRI9_CAEEL,519719.5305871295
C6KRK8,C6KRK8_CAEEL,3219964.745530519
C6KRQ4,C6KRQ4_CAEEL,1020275.4855181844
C7FZU3,C7FZU3_CAEEL,12352151.396702744
C9IY21,C9IY21_CAEEL,9951786.933199285
D0IMZ5,D0IMZ5_CAEEL,19862190.549455643
D0PV95,D0PV95_CAEEL,14432265.804083547
D0VWL6,D0VWL6_CAEEL,3960557.498568355
D0Z5P0,D0Z5P0_CAEEL,739548.3144399939
D3NQA9,D3NQA9_CAEEL,1598399.1952418585
D3YT36,D3YT36_CAEEL,5337856.638447188
D3YT56,D3YT56_CAEEL,18337986.540759083
D4YWC3,D4YWC3_CAEEL,1913075.0669199196
D5MCN2,LARP1_CAEEL,12556902.703229725
D5MCQ1,D5MCQ1_CAEEL,30043836.513146237
D6REC4,CFA99_HUMAN,506980.0672228348
D7SFI3,D7SFI3_CAEEL,13305541.334946858
D9N122,D9N122_CAEEL,2403499.88356012
D9PTP5,D9PTP5_CAEEL,4308621.37655919
E0AHA7,E0AHA7_CAEEL,7706679.779035775
E0R7L2,E0R7L2_CAEEL,1606837.464825823
E1B6Q7,E1B6Q7_CAEEL,1730503.3518958096
E1B6R3,E1B6R3_CAEEL,3897807.551371239
E2JKZ0,E2JKZ0_CAEEL,2152196.0962774553
E3W741,E3W741_CAEEL,1068708.0525021036
E5QCI8,E5QCI8_CAEEL,231027.75822970332
E9P883,E9P883_CAEEL,953067.3682783236
E9PAV3,NACAM_HUMAN,45067206.44905505
F3Y5Q2,F3Y5Q2_CAEEL,284800.9575738849
F3Y5Q7,F3Y5Q7_CAEEL,485877.954391195
F5GU60,F5GU60_CAEEL,576977.64483996
F5GU86,F5GU86_CAEEL,2269592.5903981216
F5GUD3,F5GUD3_CAEEL,219201.8755822656
F5GUF6,F5GUF6_CAEEL,771992.1163731895
F5GUG6,F5GUG6_CAEEL,207411.779062052
F5GUI0,F5GUI0_CAEEL,398759.9266750263
G1K0V8,G1K0V8_CAEEL,17112141.397830237
G3MU08,G3MU08_CAEEL,1790839.798126436
G3MU14,G3MU14_CAEEL,1246016.377591885
G3MU28,G3MU28_CAEEL,471737.1752767983
G3MU38,G3MU38_CAEEL,8295081.647371424
G3MU56,G3MU56_CAEEL,3196815.0429939795
G3MU79,G3MU79_CAEEL,4735753.745843216
G3MU88,G3MU88_CAEEL,20616459.63816831
G4S034,G4S034_CAEEL,8995748.075875714
G4SGU1,G4SGU1_CAEEL,6991905.119809447
G4SI07,G4SI07_CAEEL,12074231.811644439
G4SL51,G4SL51_CAEEL,17023107.036703117
G4SLD6,G4SLD6_CAEEL,4875584.185251935
G4SNP0,G4SNP0_CAEEL,436906.7271966787
G4SPY0,G4SPY0_CAEEL,9007202.039984832
G4SQY7,G4SQY7_CAEEL,1472248.4957078944
G4SRS5,G4SRS5_CAEEL,10472589.960015235
G5EBF3,G5EBF3_CAEEL,71287618.47959155
G5EBF4,G5EBF4_CAEEL,5925544.229425395
G5EBH3,G5EBH3_CAEEL,3555253.4100854434
G5EBH7,G5EBH7_CAEEL,49209178.52413805
G5EBI0,G5EBI0_CAEEL,12696758.769752447
G5EBJ7,G5EBJ7_CAEEL,15710568.835524574
G5EBJ8,G5EBJ8_CAEEL,74965824.39444411
G5EBK3,G5EBK3_CAEEL,22364531.296823554
G5EBP4,G5EBP4_CAEEL,4057614.5754257273
G5EBP5,G5EBP5_CAEEL,27785828.152633242
G5EBR1,G5EBR1_CAEEL,19517402.887883
G5EBT3,G5EBT3_CAEEL,3500687.7967615947
G5EBU8,G5EBU8_CAEEL,2048451.2264274687
G5EBV4,G5EBV4_CAEEL,8581867.697087055
G5EBV6,G5EBV6_CAEEL,4436327.125192825
G5EBW5,G5EBW5_CAEEL,1194646.8326557968
G5EBX6,G5EBX6_CAEEL,6989225.2155575715
G5EBY3,G5EBY3_CAEEL,14576724.755637385
G5EBZ4,LE418_CAEEL,732357.8132710013
G5EC06,G5EC06_CAEEL,35592643.413248815
G5EC10,G5EC10_CAEEL,21609846.395756133
G5EC16,G5EC16_CAEEL,3619084.794505316
G5EC22,G5EC22_CAEEL,2291685.010456518
G5EC23,G5EC23_CAEEL,3178496.327744802
G5EC25,G5EC25_CAEEL,1419585.1622479493
G5EC31,G5EC31_CAEEL,5000597.106755963
G5EC67,G5EC67_CAEEL,1032947.208450956
G5EC71,G5EC71_CAEEL,1322498.7355477884
G5EC78,G5EC78_CAEEL,15860539.764798708
G5EC86,G5EC86_CAEEL,1058892.507253566
G5EC87,G5EC87_CAEEL,5842041.221841275
G5EC91,G5EC91_CAEEL,20947428.329616453
G5EC98,G5EC98_CAEEL,5155364.041530356
G5ECA7,G5ECA7_CAEEL,17584278.584417004
G5ECB3,G5ECB3_CAEEL,10543775.463218477
G5ECC1,G5ECC1_CAEEL,616628.3883798824
G5ECC9,G5ECC9_CAEEL,4346510.378069012
G5ECD7,G5ECD7_CAEEL,151884.20119745407
G5ECE7,G5ECE7_CAEEL,12033573.47584953
G5ECF0,G5ECF0_CAEEL,1631951.498553624
G5ECF4,G5ECF4_CAEEL,5484929.673117937
G5ECF8,G5ECF8_CAEEL,4923184.76600286
G5ECG0,G5ECG0_CAEEL,4606207.849872669
G5ECG7,G5ECG7_CAEEL,7227400.441278069
G5ECI8,G5ECI8_CAEEL,2636861.500795586
G5ECK7,G5ECK7_CAEEL,3090540.462072231
G5ECL3,G5ECL3_CAEEL,8378492.625522662
G5ECM6,G5ECM6_CAEEL,30140468.432660922
G5ECP9,G5ECP9_CAEEL,6580350.028886249
G5ECR0,G5ECR0_CAEEL,27032302.19501187
G5ECR7,G5ECR7_CAEEL,2502665.682460336
G5ECS4,G5ECS4_CAEEL,1222610.783010014
G5ECS9,G5ECS9_CAEEL,6300469.926976753
G5ECT6,G5ECT6_CAEEL,24654497.388610564
G5ECU1,G5ECU1_CAEEL,17902002.239405453
G5ECU3,G5ECU3_CAEEL,33831799.271442
G5ECV9,G5ECV9_CAEEL,13791702.060054643
G5ECW3,G5ECW3_CAEEL,3632504.234734677
G5ECW7,G5ECW7_CAEEL,4327506.093034912
G5ECX8,G5ECX8_CAEEL,7900507.773125133
G5ECX9,G5ECX9_CAEEL,3454387.627955599
G5ECY0,G5ECY0_CAEEL,10067416.535726612
G5ECZ2,G5ECZ2_CAEEL,10589332.587708468
G5ED01,G5ED01_CAEEL,4365879.979127095
G5ED07,G5ED07_CAEEL,30830631.858763162
G5ED17,G5ED17_CAEEL,202969.5098003754
G5ED27,G5ED27_CAEEL,3073943.3652993627
G5ED31,G5ED31_CAEEL,19151217.468564652
G5ED33,G5ED33_CAEEL,9168272.95040368
G5ED36,G5ED36_CAEEL,1011444.558298886
G5ED41,CAND1_CAEEL,2833173.7749984926
G5ED64,G5ED64_CAEEL,4191251.322003792
G5ED75,G5ED75_CAEEL,1970282.4970367395
G5ED95,G5ED95_CAEEL,5628779.316672963
G5ED97,G5ED97_CAEEL,6939500.378326916
G5EDA8,G5EDA8_CAEEL,1306530.3035254127
G5EDB7,G5EDB7_CAEEL,538999.3951026882
G5EDC6,G5EDC6_CAEEL,5247942.001126099
G5EDD3,G5EDD3_CAEEL,12819657.46459096
G5EDD4,G5EDD4_CAEEL,11643915.99273741
G5EDD8,G5EDD8_CAEEL,3320113.0533953914
G5EDE8,G5EDE8_CAEEL,16716395.363649702
G5EDF5,G5EDF5_CAEEL,1651025.049535936
G5EDJ3,G5EDJ3_CAEEL,881589.2484859244
G5EDJ6,G5EDJ6_CAEEL,1474344.0844655624
G5EDL9,G5EDL9_CAEEL,18262464.680376112
G5EDM4,G5EDM4_CAEEL,26767958.154521994
G5EDN6,G5EDN6_CAEEL,1316684.995997361
G5EDP0,G5EDP0_CAEEL,1975630.9275984128
G5EDP2,NLTP2_CAEEL,14598878.983962232
G5EDQ2,G5EDQ2_CAEEL,4202572.260255035
G5EDQ4,G5EDQ4_CAEEL,2074958.7507133484
G5EDR3,G5EDR3_CAEEL,7034698.308658971
G5EDS2,G5EDS2_CAEEL,7119450.517782712
G5EDT4,G5EDT4_CAEEL,1443359.0317271347
G5EDT9,G5EDT9_CAEEL,1504738.229530753
G5EDV0,G5EDV0_CAEEL,625080.5857144789
G5EDV3,G5EDV3_CAEEL,10463895.56691495
G5EDV7,G5EDV7_CAEEL,6044178.030099166
G5EDW8,G5EDW8_CAEEL,6357247.596420101
G5EDY2,G5EDY2_CAEEL,7760952.187869274
G5EDY8,G5EDY8_CAEEL,3124527.8445389583
G5EDZ2,G5EDZ2_CAEEL,3444052.4486392112
G5EDZ5,G5EDZ5_CAEEL,13427196.788672559
G5EDZ7,G5EDZ7_CAEEL,1637628.460496753
G5EDZ9,G5EDZ9_CAEEL,7741052.070112211
G5EE04,G5EE04_CAEEL,17546484.048526634
G5EE11,G5EE11_CAEEL,7110295.405944607
G5EE12,G5EE12_CAEEL,5282077.829885668
G5EE41,G5EE41_CAEEL,3537412.836275214
G5EE42,G5EE42_CAEEL,2465604.537265417
G5EE46,G5EE46_CAEEL,8821974.41455724
G5EE67,G5EE67_CAEEL,4621637.102203433
G5EE72,G5EE72_CAEEL,886357.2309279805
G5EE74,G5EE74_CAEEL,10622511.91550003
G5EE80,G5EE80_CAEEL,9015447.478335304
G5EEA2,G5EEA2_CAEEL,3015101.276919307
G5EEA8,G5EEA8_CAEEL,14580545.258089561
G5EEE5,G5EEE5_CAEEL,14431039.04970965
G5EEG4,G5EEG4_CAEEL,24832987.596778672
G5EEG7,G5EEG7_CAEEL,609409.9312495338
G5EEH6,G5EEH6_CAEEL,13500252.09538771
G5EEH9,NUP98_CAEEL,5911856.725509015
G5EEI4,G5EEI4_CAEEL,17148974.350266777
G5EEJ7,G5EEJ7_CAEEL,10679440.558388537
G5EEK2,G5EEK2_CAEEL,3051147.2605642397
G5EEK8,G5EEK8_CAEEL,30467062.645773865
G5EEK9,G5EEK9_CAEEL,4536355.487674517
G5EEL2,G5EEL2_CAEEL,664979.0331236846
G5EEM5,ZYG9_CAEEL,2163726.772571339
G5EEM6,G5EEM6_CAEEL,829556.9735209726
G5EEN7,G5EEN7_CAEEL,911471.9038844804
G5EEQ8,G5EEQ8_CAEEL,2807521.2104613716
G5EER4,G5EER4_CAEEL,685552.920977277
G5EER7,G5EER7_CAEEL,281118.9882038906
G5EES6,G5EES6_CAEEL,1653708.5605514776
G5EES9,G5EES9_CAEEL,10129046.519092059
G5EET2,G5EET2_CAEEL,4092208.8693458536
G5EET3,G5EET3_CAEEL,5242659.628008056
G5EET8,G5EET8_CAEEL,57712150.47202732
G5EEV5,G5EEV5_CAEEL,8622835.173165537
G5EEV7,G5EEV7_CAEEL,1372459.97429609
G5EEY5,G5EEY5_CAEEL,296076.12862962385
G5EEZ4,G5EEZ4_CAEEL,1540794.8729284648
G5EF01,G5EF01_CAEEL,2768443.0570598645
G5EF05,G5EF05_CAEEL,8688296.182839379
G5EF32,G5EF32_CAEEL,13782278.263598008
G5EF37,G5EF37_CAEEL,19405285.97116559
G5EF39,G5EF39_CAEEL,2201139.7793425415
G5EF60,STIM1_CAEEL,1415273.1118858843
G5EF86,G5EF86_CAEEL,3874780.6910565672
G5EF87,G5EF87_CAEEL,8014449.48362653
G5EF97,G5EF97_CAEEL,1947092.3155501245
G5EFB5,G5EFB5_CAEEL,11171664.54968354
G5EFC1,G5EFC1_CAEEL,4940804.303381998
G5EFC4,G5EFC4_CAEEL,5926110.408486089
G5EFC8,G5EFC8_CAEEL,3785991.885362527
G5EFD1,G5EFD1_CAEEL,2981616.3256207425
G5EFD4,G5EFD4_CAEEL,939490.8130250262
G5EFE3,G5EFE3_CAEEL,20827973.952254288
G5EFF8,G5EFF8_CAEEL,7079846.958415022
G5EFF9,G5EFF9_CAEEL,764477.8532395537
G5EFG4,G5EFG4_CAEEL,4133656.4415254053
G5EFH0,G5EFH0_CAEEL,2771880.4249692806
G5EFH8,G5EFH8_CAEEL,5605985.101875663
G5EFI4,G5EFI4_CAEEL,26768476.842567325
G5EFK4,G5EFK4_CAEEL,14810993.786161892
G5EFL5,G5EFL5_CAEEL,15373206.918890003
G5EFP3,G5EFP3_CAEEL,1926924.2033342887
G5EFP4,G5EFP4_CAEEL,2070361.5828541997
G5EFR0,G5EFR0_CAEEL,2163350.790055518
G5EFS2,G5EFS2_CAEEL,2987070.387186011
G5EFS4,DCPS_CAEEL,2394494.3568185368
G5EFS5,G5EFS5_CAEEL,40599359.03275394
G5EFV4,G5EFV4_CAEEL,28690384.482580498
G5EFX8,G5EFX8_CAEEL,4545972.91732284
G5EFY6,G5EFY6_CAEEL,1752244.0882263016
G5EFZ1,GPMI_CAEEL,19110458.21810509
G5EFZ5,G5EFZ5_CAEEL,2190236.980420876
G5EG03,G5EG03_CAEEL,1112119.487811503
G5EG13,G5EG13_CAEEL,9456121.363271333
G5EG18,G5EG18_CAEEL,1370399.9167380438
G5EG26,G5EG26_CAEEL,1552068.0663560263
G5EG50,G5EG50_CAEEL,1653452.5600471532
G5EG58,G5EG58_CAEEL,784194.4881477744
G5EG62,G5EG62_CAEEL,6596724.631164557
G5EGA5,FAT2_CAEEL,12664532.996379556
G5EGA6,DHRS4_CAEEL,1775109.446034511
G5EGA7,G5EGA7_CAEEL,1104086.3634095406
G5EGB1,G5EGB1_CAEEL,47419248.81960402
G5EGB3,G5EGB3_CAEEL,514104.7013952696
G5EGG0,G5EGG0_CAEEL,245587.17572998
G5EGH7,G5EGH7_CAEEL,9488567.88698209
G5EGK1,G5EGK1_CAEEL,9176598.640497373
G5EGK8,G5EGK8_CAEEL,4717180.585121056
G5EGL2,G5EGL2_CAEEL,5497411.607024068
G5EGN2,FAT6_CAEEL,856667.9954246833
G5EGP4,G5EGP4_CAEEL,7497463.461782441
G5EGP8,G5EGP8_CAEEL,23167978.486863296
G5EGS5,G5EGS5_CAEEL,2406769.29886021
G5EGS9,G5EGS9_CAEEL,179855.2244025193
G5EGT6,G5EGT6_CAEEL,345637.7388399007
G5EGT7,G5EGT7_CAEEL,4848326.269537615
G5EGU1,G5EGU1_CAEEL,5158271.863351865
G8JY31,G8JY31_CAEEL,1173990.2944577765
G8JY38,G8JY38_CAEEL,30289996.74383965
G8JY40,G8JY40_CAEEL,20817368.78194022
G8JY83,G8JY83_CAEEL,9134557.861900423
G8JY94,G8JY94_CAEEL,66936267.10535385
G8JYE4,G8JYE4_CAEEL,2665242.850415104
G8JYG1,G8JYG1_CAEEL,8025182.200669169
G8XYY4,G8XYY4_CAEEL,61304948.352392256
H1ZUV6,H1ZUV6_CAEEL,5521908.173193477
H2FLJ1,H2FLJ1_CAEEL,7274554.8936280515
H2FLK8,H2FLK8_CAEEL,24970565.90358018
H2FLK9,H2FLK9_CAEEL,1003443.1442055164
H2KMJ3,H2KMJ3_CAEEL,18958133.757183615
H2KMK6,H2KMK6_CAEEL,6820063.122997301
H2KYC4,H2KYC4_CAEEL,5164798.516939523
H2KYC9,H2KYC9_CAEEL,2464811.806803461
H2KYD7,H2KYD7_CAEEL,1882843.9437703565
H2KYE0,H2KYE0_CAEEL,10654156.857087344
H2KYH5,H2KYH5_CAEEL,3276709.703333199
H2KYI5,H2KYI5_CAEEL,8370322.353763328
H2KYJ2,H2KYJ2_CAEEL,4803442.495907735
H2KYJ5,H2KYJ5_CAEEL,12968535.084406985
H2KYM1,H2KYM1_CAEEL,4338093.168607147
H2KYN3,H2KYN3_CAEEL,2245908.4105548924
H2KYN5,H2KYN5_CAEEL,1938561.6600354468
H2KYN6,H2KYN6_CAEEL,219098.0515040812
H2KYP1,H2KYP1_CAEEL,1160566.7439876557
H2KYQ2,H2KYQ2_CAEEL,8891310.521134032
H2KYQ5,GYG1_CAEEL,15716617.836372053
H2KYR1,H2KYR1_CAEEL,30056597.28271539
H2KYS8,H2KYS8_CAEEL,759881.5138898937
H2KYU6,H2KYU6_CAEEL,5270528.536889537
H2KYV1,H2KYV1_CAEEL,16573265.711919036
H2KYV3,H2KYV3_CAEEL,14222215.222890938
H2KYV8,H2KYV8_CAEEL,980564.2930276413
H2KYV9,H2KYV9_CAEEL,2017735.97546378
H2KYX4,H2KYX4_CAEEL,6876632.248375969
H2KYX9,H2KYX9_CAEEL,1244102.6043196565
H2KYY4,H2KYY4_CAEEL,20940685.30280502
H2KYY8,H2KYY8_CAEEL,2124881.514422697
H2KZ18,H2KZ18_CAEEL,4896278.8854662245
H2KZ37,H2KZ37_CAEEL,2188948.5555703216
H2KZ48,H2KZ48_CAEEL,3295037.1850452693
H2KZ73,H2KZ73_CAEEL,8248837.334483363
H2KZ95,H2KZ95_CAEEL,2274574.207360227
H2KZA2,H2KZA2_CAEEL,3160192.410303673
H2KZA5,H2KZA5_CAEEL,1116798.6100321184
H2KZA6,H2KZA6_CAEEL,961543.0883498396
H2KZD5,H2KZD5_CAEEL,3955472.2072435874
H2KZG6,H2KZG6_CAEEL,168314987.95693338
H2KZJ5,H2KZJ5_CAEEL,13729596.883241503
H2KZK7,H2KZK7_CAEEL,5364837.783910181
H2KZL6,H2KZL6_CAEEL,7445460.539131577
H2KZL7,H2KZL7_CAEEL,85461971.59603463
H2KZN9,H2KZN9_CAEEL,1654415.997983401
H2KZQ8,H2KZQ8_CAEEL,359261.0606334708
H2KZR3,H2KZR3_CAEEL,2229945.043188006
H2KZS4,H2KZS4_CAEEL,5125422.52823759
H2KZV5,H2KZV5_CAEEL,29398704.861228652
H2KZV8,H2KZV8_CAEEL,30871815.432090644
H2KZX4,H2KZX4_CAEEL,6230973.027827294
H2KZY5,H2KZY5_CAEEL,1843186.958088473
H2L003,H2L003_CAEEL,151992.5837643828
H2L034,H2L034_CAEEL,12100625.694746295
H2L045,H2L045_CAEEL,2976096.3968945537
H2L048,H2L048_CAEEL,12373453.254234347
H2L056,H2L056_CAEEL,2937509.311906923
H2L099,H2L099_CAEEL,1785808.1131217526
H2L0C0,H2L0C0_CAEEL,1306084.3339762164
H2L0D5,H2L0D5_CAEEL,5162254.223817034
H2L0G7,H2L0G7_CAEEL,5793938.14052919
H2L0H5,H2L0H5_CAEEL,1005668.6776964944
H2L0I2,H2L0I2_CAEEL,9623589.05169748
H2L0M0,H2L0M0_CAEEL,5955263.919355833
H2L0N0,H2L0N0_CAEEL,655441.4038016548
H2L0N9,H2L0N9_CAEEL,16944636.366513178
H2L0Q1,H2L0Q1_CAEEL,9843388.741674135
H2L0Q6,H2L0Q6_CAEEL,5107755.591160167
H2L2E8,H2L2E8_CAEEL,32829255.643671755
H2L2J5,H2L2J5_CAEEL,3878010.9346963437
H7BZ55,CROL3_HUMAN,8784068.671322998
H9G2R0,H9G2R0_CAEEL,4014030.585836367
H9G2T4,H9G2T4_CAEEL,137384019.63271537
H9G2V4,H9G2V4_CAEEL,547475.5277028214
H9G340,H9G340_CAEEL,4739594.3992669
I2HA91,I2HA91_CAEEL,945394.5100524095
I2HA98,I2HA98_CAEEL,6055701.590487844
I2HAF6,I2HAF6_CAEEL,6259607.681031894
I2HAG1,I2HAG1_CAEEL,24826758.37690638
I2HAL2,I2HAL2_CAEEL,1865555.3432363423
K8ERU3,K8ERU3_CAEEL,1298566.0048237436
K8ERV5,K8ERV5_CAEEL,13801050.57264185
K8ES47,K8ES47_CAEEL,1478297.1148811723
K8ESC3,K8ESC3_CAEEL,457923.7524173176
K8ESC5,K8ESC5_CAEEL,499587.8810015783
K8ESE2,K8ESE2_CAEEL,9539763.017513616
K8ESM2,K8ESM2_CAEEL,6705367.773704402
K8FDY0,K8FDY0_CAEEL,12242138.167366266
K8FE02,K8FE02_CAEEL,8123615.4709918825
L8E817,L8E817_CAEEL,885318.1180228473
M1Z854,M1Z854_CAEEL,43311629.479322776
M1Z882,M1Z882_CAEEL,205562.465011655
N1NTN5,N1NTN5_CAEEL,2320477.9385122904
O00115,DNS2A_HUMAN,13283190.732535826
O00116,ADAS_HUMAN,7467744.004325734
O00139,KIF2A_HUMAN,9773005.41846292
O00148,DX39A_HUMAN,17638321.05762908
O00151,PDLI1_HUMAN,27049507.570255496
O00154,BACH_HUMAN,13184023.041032858
O00159,MYO1C_HUMAN,8992096.722299643
O00161,SNP23_HUMAN,9054083.786981557
O00165,HAX1_HUMAN,5371243.515458996
O00170,AIP_HUMAN,21812715.59724535
O00178,GTPB1_HUMAN,3915848.1150898207
O00180,KCNK1_HUMAN,1588220.3629805287
O00186,STXB3_HUMAN,6164462.650504092
O00193,SMAP_HUMAN,56337835.14872199
O00194,RB27B_HUMAN,743686.4041904105
O00203,AP3B1_HUMAN,4505234.744666079
O00217,NDUS8_HUMAN,20680118.57893126
O00220,TR10A_HUMAN,1018088.7850324172
O00231,PSD11_HUMAN,15797736.375102475
O00232,PSD12_HUMAN,14299413.113928039
O00233,PSMD9_HUMAN,17393577.962465167
O00244,ATOX1_HUMAN,16279336.905247131
O00255,MEN1_HUMAN,25298209.116690964
O00257,CBX4_HUMAN,2278190.018743764
O00258,WRB_HUMAN,595030.6491447992
O00264,PGRC1_HUMAN,11209258.00287686
O00267,SPT5H_HUMAN,15369480.175009558
O00268,TAF4_HUMAN,2005060.524377249
O00273,DFFA_HUMAN,9482948.727167184
