Protein	Protein_name	MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01	MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02	MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03	MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01	MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02	MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R03
Q86VR2	F134C_HUMAN	1995485.702	2684113.164	2716508.542	2328257.489	2012677.24	2350215.462
Q53T59	H1BP3_HUMAN	5133205.651	6415866.732	5554998.791	5894125.991	5193654.65	6266582.882
Q86TP1	PRUNE_HUMAN	1316070.756	2040850.637	NA	1949073.029	2007114.142	1381334.919
P40150	HSP76_YEAST	11626812.45	10134065.07	9859390.121	5459719.785	6588166.249	5080640.921
G5ECW3	G5ECW3_CAEEL	3632504.235	NA	2914615.844	3577030.447	2369155.949	NA
Q96J42	TXD15_HUMAN	1034282.672	691292.5618	NA	797277.0681	921709.627	651764.6169
Q9BTX7	TTPAL_HUMAN	1890240.36	NA	NA	NA	NA	NA
Q05932	FOLC_HUMAN	562477.6929	654056.4397	456193.3465	655265.7861	NA	912195.3457
P46939	UTRO_HUMAN	1717027.824	NA	1264892.161	2705449.494	NA	NA
E2JKZ0	E2JKZ0_CAEEL	1789224.655	2017761.193	1443324.97	2788710.599	2421082.477	2263683.573
P40043	RGI1_YEAST	7404254.173	7508941.685	7241911.279	3608340.914	4693188.924	3777525.012
P55011	S12A2_HUMAN	823067.169	537250.6553	482367.5597	901334.5194	596906.4522	826942.84
O62477	O62477_CAEEL	1278839.914	1145544.061	835869.6908	1049604.849	1079838.606	1360467.295
Q20143	Q20143_CAEEL	495606.8774	432505.1612	229794.2209	593476.0644	562721.2481	709637.0691
O45495	O45495_CAEEL	4901216.499	7506370.89	6944190.159	10167567.15	8697301.811	8412746.341
G5EGA6	DHRS4_CAEEL	1775109.446	1949172.482	3306108.127	2265330.05	2873973.429	3304420.279
P0CG39	POTEJ_HUMAN	75665803.76	92792002.86	106959553	82562227.38	120637358.9	94042609.35
Q07540	FRDA_YEAST	3642404.658	3136476.836	2661092.072	NA	2650985.446	1931569.021
P49594	FEM2_CAEEL	1130516.463	1144019.995	516127.7938	559082.6735	1061233.124	1930842.568
P34244	HSL1_YEAST	6445317.267	NA	NA	NA	NA	NA
P20936	RASA1_HUMAN	1506442.026	1640981.55	2318594.176	1642590.511	1090219.044	1301786.3
G4SGU1	G4SGU1_CAEEL	5167810.839	2808911.004	3764157.052	3742234.242	5892321.959	5040717.31
P32561	RPD3_YEAST	879558.8136	846523.8569	NA	NA	NA	NA
Q9BT73	PSMG3_HUMAN	3188436.446	3014315.041	2965663.487	3545103.505	3708206.871	3628339.574
O17135	O17135_CAEEL	1735558.466	2492179.614	NA	NA	NA	NA
Q9UGY1	NOL12_HUMAN	1673984	1198491.854	1920307.849	1939739.808	1459189.739	1000466.857
P10100	RLPA_ECOLI	556555.884	NA	NA	677023.8449	NA	NA
Q6P1X5	TAF2_HUMAN	3110187.128	2708763.903	2978823.975	2884718.441	3995955.128	3867995.254
Q09474	T23O_CAEEL	1988542.421	1853483.088	3553032.294	2483937.164	1948418.096	2424205.71
P08456	PSS_YEAST	9659391.904	9839424.004	9633274.718	4716086.128	4136549.547	5330831.885
Q14568	HS902_HUMAN	3325411.857	829457.3514	3457010.308	1634784.546	3504994.433	3099980.825
Q02629	NU100_YEAST	2637806.075	2288523.049	2737423.27	NA	NA	NA
Q7L1W4	LRC8D_HUMAN	322432.3061	459507.7568	NA	298098.6034	NA	425805.713
G5EDA8	G5EDA8_CAEEL	1342716.354	1751733.397	1831644.263	2422312.734	1995821.102	2481223.944
Q9N5A0	Q9N5A0_CAEEL	62624709.68	44490732.73	45310657.44	53881819.06	52284588.45	80271521.93
P26755	RFA3_YEAST	2979274.127	2953172.622	3618570.325	1611148.008	1409337.56	2146348.472
Q8TDB6	DTX3L_HUMAN	3124473.128	703577.9795	NA	NA	NA	3802498.868
Q9XVR6	OTUBL_CAEEL	5509329.723	5608763.18	4799272.884	4524059.27	4600076.707	6318713.203
Q3Y3Z9	Q3Y3Z9_CAEEL	3091436.879	3356626.291	2926819.323	4334906.53	4299797.706	4729966.131
Q9BYB4	GNB1L_HUMAN	1048499.604	837757.9681	939220.9919	1504661.684	1263484.363	1252837.783
Q20358	Q20358_CAEEL	3066660.161	2888478.241	2634720.644	3715170.752	4108297.485	3497230.067
O17966	TOP1_CAEEL	671393.5485	560086.6265	484056.6153	959903.8992	1010576.352	1269247.962
Q9BQC6	RT63_HUMAN	3333705.002	3568782.014	NA	2759794.08	NA	2950824.029
O95169	NDUB8_HUMAN	2126093.353	1459920.269	2657494.361	2615560.623	1974993.572	2518518.3
P22681	CBL_HUMAN	2055732.414	2144501.901	1633723.97	2879520.432	2369313.939	2174537.587
O01592	CYSK3_CAEEL	6776543.681	6209837.522	5914454.454	8266594.649	7560231.051	7438475.51
Q9N5F6	Q9N5F6_CAEEL	3065923.254	2258724.68	2317477.813	4247408.601	3053404.631	3179969.778
Q2TAA5	ALG11_HUMAN	506675.6833	661447.621	363817.8091	664465.4681	566882.7276	637813.1478
Q96IZ7	RSRC1_HUMAN	1974468.612	1926051.259	1836092.458	1717098	1945712.305	1872592.691
Q8TB03	CX038_HUMAN	2361916.408	1963994.935	2189481.671	2350219.046	2278068.746	1972616.55
Q8NI22	MCFD2_HUMAN	3410419.002	5346540.826	3245698.945	1960133.91	3363211.83	3980735.266
P40509	COPE_YEAST	4833779.491	5153947.463	5605192.424	2748053.749	2526855.138	2749027.576
Q6P582	MZT2A_HUMAN	1075359.665	1391521.319	1060517.721	1341056.019	1324277.272	1041466.47
Q9GPA0	Q9GPA0_CAEEL	3058368.288	2792961.363	3112947.331	3364644.175	3653153.397	3943857.346
P00331	ADH2_YEAST	2810731.383	NA	NA	NA	NA	NA
P47008	SFH5_YEAST	1185029.152	983475.7238	975722.4092	532576.6239	NA	472421.7628
P05375	PEM2_YEAST	10000951.23	18455428.47	10234356.23	6213152.786	5985743.129	6978185.526
Q9NXW9	ALKB4_HUMAN	1003362.261	1096835.74	1267712.407	1032036.685	985323.604	1195684.17
Q96S15	WDR24_HUMAN	1269398.363	NA	NA	NA	NA	NA
G8JY31	G8JY31_CAEEL	1196808.065	1461894.765	953339.7986	1628728.021	1305324.952	1419409.534
P53334	SCW4_YEAST	6403984.548	6402714.92	5563234.882	3511393.907	3618567.174	3159778.274
P32332	OAC1_YEAST	4581762.027	4704509.926	3843990.517	2598341.529	2786425.445	2401786.193
P27882	ERV1_YEAST	1441172.693	1445037.027	1298022.983	606695.8596	693134.282	NA
Q6NS38	ALKB2_HUMAN	1171087.391	797368.3223	1027794.11	794104.1455	827754.2626	NA
O00471	EXOC5_HUMAN	1963496.733	1556221.296	2274347.11	1843247.594	2618299.383	2141886.769
P43639	CSK2B_YEAST	1442507.07	2452598.618	1443619.553	688207.8666	550374.1637	599045.2469
Q9XVM0	Q9XVM0_CAEEL	1264007.367	2348688.53	NA	2031342.726	2460686.215	2200493.639
P53889	FMP41_YEAST	4446274.546	4485956.574	4705321.869	2186250.231	2503343.748	3224241.381
Q9UBF8	PI4KB_HUMAN	350106.9488	388991.6288	300993.0518	400431.5664	343816.9748	336911.1959
P23847	DPPA_ECOLI	1608375.29	2143610.04	1940011.735	2523865.123	2648262.052	2236155.832
Q7Z6P3	RAB44_HUMAN	2290910.202	2857821.785	997451.4212	1402693.355	1214683.751	1661104.692
Q17667	LNP1_CAEEL	1024878.356	NA	NA	1167939.509	NA	NA
P18851	GBB_YEAST	1294831.049	NA	1117986.665	NA	NA	NA
Q7L592	NDUF7_HUMAN	1797633.305	2245705.757	2087028.847	2081650.626	2009221.36	1522148.593
Q2PZI1	D19L1_HUMAN	2374978.792	1771076.52	2468235.313	1540871.026	1994876.199	1633480.796
Q9NXC5	MIO_HUMAN	1282883.323	1005123.387	1077195.293	899453.0429	1036307.644	1255786.076
P38930	CSK2C_YEAST	1906412.664	1274244.224	1995734.98	962320.8154	NA	1417624.264
G5ED64	G5ED64_CAEEL	4191251.322	NA	NA	5906536.213	NA	NA
O44561	O44561_CAEEL	1169027.799	1024945.098	1140146.373	2050927.303	2498300.155	2243774.636
O00767	ACOD_HUMAN	13649787.38	10965767.53	14036008.74	14429511.94	17467488.59	14548113.51
H2KYM1	H2KYM1_CAEEL	2357162.134	3585266.177	3001506.16	3431173.095	4048841.571	3262413.624
O95870	ABHGA_HUMAN	1031506.104	1230061.489	1230577.148	1729555.15	1082339.304	1037017.291
P47035	NET1_YEAST	1688876.018	NA	2050539.894	NA	NA	NA
P53199	ERG26_YEAST	1941856.755	2292569.12	1742135.639	NA	NA	1253997.845
H2KZ95	H2KZ95_CAEEL	2274574.207	NA	NA	1174528.386	NA	NA
P0AFG3	ODO1_ECOLI	1886425.034	1539295.732	2142301.564	NA	2951657.85	2202273.84
Q9UEW8	STK39_HUMAN	2125447.822	1727939.473	1492691.138	2008735.093	1993433.452	1905738.32
Q965N3	Q965N3_CAEEL	856538.5352	NA	NA	NA	977017.491	NA
Q9Y5Q9	TF3C3_HUMAN	2296905.579	2497029.314	2245365.07	3014307.942	2310816.499	2226617.361
P49754	VPS41_HUMAN	763938.0734	643513.868	959491.7585	820738.0017	590186.0198	768997.4071
Q01217	ARG56_YEAST	9761388.144	11542411.37	10750066.6	5602714.605	5516006.491	6210359.864
P40693	RLP7_YEAST	1284109.85	1486251.299	2196909.231	NA	777078.9203	688346.7937
Q9NP50	FA60A_HUMAN	782356.4481	401043.7713	517666.2283	340192.3577	1129361.91	871844.4057
Q9ULH0	KDIS_HUMAN	1304906.014	1338251.984	1075803.686	1601045.23	1305711.852	1282978.787
H2KYX4	H2KYX4_CAEEL	11883183.85	NA	NA	NA	1826175.282	1377135.425
P53044	UFD1_YEAST	1550645.56	NA	2846361.654	NA	NA	2276093.626
Q9UJY5	GGA1_HUMAN	2627483.013	2459801.518	2271773.525	2601801.525	2292885.153	2738207.424
O16284	O16284_CAEEL	3124852.074	3086267.211	2803189.186	5267614.25	3999509.82	5779764.156
P35790	CHKA_HUMAN	1685548.599	329724.6314	342539.0554	588111.8302	707775.7157	612839.4404
Q9HAS0	NJMU_HUMAN	2197531.03	1988105.188	2072928.716	2085425.229	2145936.827	2516047.66
Q9BY67	CADM1_HUMAN	1918221.412	NA	1223868.671	NA	1404414.626	1007522.098
O16999	ZPR1_CAEEL	4448743.958	5164005.327	4670946.11	9721990.897	7389729.625	7174414.605
O15260	SURF4_HUMAN	19706479.96	17064254.01	16553606.53	21676631.18	17535080.8	18540089.73
P53193	JAC1_YEAST	1506841.695	NA	NA	NA	NA	NA
G5EDY8	G5EDY8_CAEEL	2039519.192	1663556.991	1646943.194	2480816.684	2489230.59	2658322.446
P41212	ETV6_HUMAN	527531.5437	521556.6609	487880.9833	629853.2564	598062.6594	626238.0431
P91910	TBA3_CAEEL	146928544.6	108024694.1	82121886.36	118451517.9	147178635.2	153592142.3
O16297	O16297_CAEEL	1692636.682	2212387.718	994057.993	1792124.974	1362212.915	1263601.174
Q9NQH7	XPP3_HUMAN	1746141.86	2409189.423	2567114.69	1764517.22	1830198.576	1501586.66
Q12979	ABR_HUMAN	3905306.127	2363266.239	2086339.616	3454778.023	1910948.914	2711646.642
P0A6J8	DDLA_ECOLI	53673094.96	64109013.81	42211538.7	NA	NA	64001434.34
G5EF01	G5EF01_CAEEL	2768443.057	2257128.157	1318127.316	2980712.464	2980282.006	2562320.678
Q21473	Q21473_CAEEL	4093105.322	4311954.248	3596008.472	5868997.109	5933578.516	6029492.016
Q8MPW0	Q8MPW0_CAEEL	926580.4896	978232.0046	NA	1395708.483	1331240.77	1443576.537
Q9U1V9	Q9U1V9_CAEEL	3480513.11	3519051.354	3131396.027	4497088.369	3953191.625	4079282.551
P20433	RPB4_YEAST	5760193.556	8051049.89	4989394.571	2864957.947	5405786.41	4404925.013
P17693	HLAG_HUMAN	9774208.592	10290308.95	10089592.07	9006364.797	8542188.269	8082207.047
P55061	BI1_HUMAN	3474681.058	3358671.301	3171860.682	4096780.636	2657365.319	3057420.513
P40160	RIO2_YEAST	1329498.471	NA	1111061.88	NA	648097.8695	NA
P38116	ARL1_YEAST	4989830.704	5104247.377	5309500.193	2677805.715	2739475.697	2680785.282
P42632	TDCE_ECOLI	348108.3384	NA	NA	NA	NA	NA
Q99312	ISN1_YEAST	1964502.511	1517063.358	1650442.974	929265.1414	NA	1602671.826
Q8WV92	MITD1_HUMAN	1359560.716	2476524.684	NA	1206292.735	1269648.879	1323277.294
Q96EK7	F120B_HUMAN	1587924.716	NA	440492.3332	NA	NA	NA
Q8TDW0	LRC8C_HUMAN	985932.1644	727662.3632	1344310.329	1170681.082	NA	699553.1739
Q8WZ82	OVCA2_HUMAN	2862964.819	2427830.144	2341209.161	1813248.398	2809831.991	2226742.729
Q0VGL1	LTOR4_HUMAN	2698541.391	2052653.352	2298345.911	2470954.118	2668014.592	2377356.997
Q22021	ATPK_CAEEL	13672946.27	14513635.09	13185888.04	18525204.13	20447351.5	18380662.66
P18564	ITB6_HUMAN	16622851.7	24835962.24	29997311.11	27796139.31	28393193.49	28648553.63
Q92530	PSMF1_HUMAN	5581508.952	4428524.317	3881291.26	4753528.493	4179384.579	4563347.132
Q9NZC9	SMAL1_HUMAN	295358.6438	221401.6504	213978.4288	323244.5457	473431.5094	214467.5039
P55196	AFAD_HUMAN	878412.4758	819945.141	820494.2889	905837.2882	735396.7515	1033780.209
Q8MNV8	Q8MNV8_CAEEL	6535660.93	6483318.111	6184441.291	8023286.205	7636712.782	6010500.027
Q12354	APTH1_YEAST	1197142.432	918096.8112	947857.9561	671812.4792	439485.4553	NA
Q9UJJ9	GNPTG_HUMAN	2851144.501	NA	1489235.524	NA	920993.465	NA
P36160	RPF2_YEAST	2210431.853	2454156.351	2404415.974	1765557.656	1741418.345	1507562.841
P0A6K6	DEOB_ECOLI	1619522.711	NA	NA	NA	NA	NA
Q6PCB5	RSBNL_HUMAN	1300360.283	1069520.902	1120619.644	1101483.313	1014366.586	865902.5106
Q6XZF7	DNMBP_HUMAN	14939254.03	13050719.19	13165850.19	12073724.47	12853776.84	11482065.2
Q16706	MA2A1_HUMAN	1106837.523	1524913.649	1223092.593	1232578.35	1715972.674	1716536.712
Q9H490	PIGU_HUMAN	4080261.509	3245941.808	3218778.403	4047696.494	3411885.817	3225588.302
Q7JLH5	Q7JLH5_CAEEL	1819217.95	NA	1304002.195	1946082.601	2208493.118	1798504.957
P91457	P91457_CAEEL	489414.1599	725069.2451	NA	466501.5842	NA	843826.1646
C6KRK8	C6KRK8_CAEEL	2538406.131	2694429.745	2051356.034	3273865.144	2926563.802	3599107.448
P06782	SNF1_YEAST	3908334.815	3457241.117	3533839.246	1625350.833	1703247.648	1683474.267
O02141	O02141_CAEEL	5268889.897	4167824.12	4351550.284	7092818.945	5694488.09	6369518.385
Q21955	MED15_CAEEL	1482002.936	1456962.871	1295439.255	1234696.654	1915172.592	1746579.421
Q9N4Z0	L2HDH_CAEEL	1382719.372	1412755.252	1391036.439	2114318.616	1992193.069	1787634.443
Q21210	Q21210_CAEEL	2347070.783	1886906.536	1921475.984	2529173.086	2316585.277	2779157.141
P28496	LAC1_YEAST	1187397.746	NA	NA	NA	NA	NA
P53927	NOP15_YEAST	3637815.86	2315181.094	2707706.765	1959472.985	1833728.124	1536307.593
P47123	MOG1_YEAST	2255143.295	NA	NA	NA	NA	NA
N1NTN5	N1NTN5_CAEEL	1245654.69	1147986.423	846222.8078	1654930.611	1337145.539	1107045.201
P48723	HSP13_HUMAN	1479181.036	2045642.12	2221808.621	1685758.891	1697901.109	1632215.01
Q18032	Q18032_CAEEL	11743764.73	9619739.28	10321407.16	14131092.15	13523104.84	13472223.47
Q96DB5	RMD1_HUMAN	4450316.901	4246269.959	3686545.119	4296992.438	4023322.723	3854481.194
O14656	TOR1A_HUMAN	2289506.649	2367479.533	1718448.679	2230353.512	2374916.555	2618101.971
Q965K2	Q965K2_CAEEL	3010715.573	3153186.273	3120313.827	2315588.661	1833721.429	NA
P0A6Y8	DNAK_ECOLI	280949534.4	263166177.4	310036836.4	285878961.1	313655694.2	291866894.2
P0A796	K6PF1_ECOLI	478149.0284	489012.2451	NA	NA	NA	NA
A3QMC8	GMPPB_CAEEL	2646230.218	2641260.142	2358914.795	3750438.415	3279530.352	2886423.786
P49196	RS12_CAEEL	53540266.39	32164961.77	64193445.61	64065272.5	50847460.55	56259778.02
P18334	CSK2A_CAEEL	4240338.238	4421472.681	3662696.354	5889717.876	5841271.858	5686606.967
Q12982	BNIP2_HUMAN	804524.2124	601444.6668	881435.2922	671650.4507	1029490.978	981683.4276
Q95QB1	Q95QB1_CAEEL	1397780.667	NA	NA	156656.4378	NA	NA
Q9NTJ4	MA2C1_HUMAN	642101.688	728877.3944	820451.81	1152669.675	852017.243	738378.7567
Q9BW83	IFT27_HUMAN	3503348.909	4096201.33	3974462.2	3598142.757	3237579.335	4613175.109
P16659	SYP_ECOLI	1493171.462	1424109.873	NA	NA	3082191.214	NA
Q13535	ATR_HUMAN	1273588.211	1311627.536	839472.5609	1521078.409	1668891.085	2146625.771
Q92800	EZH1_HUMAN	897510.652	1013254.199	1507366.409	NA	1227956.596	1196314.588
P0A6A3	ACKA_ECOLI	196581.679	NA	NA	964892.8984	172158.7145	821580.9447
P25332	RBSK_YEAST	1748445.454	2926553.726	NA	NA	NA	NA
Q9NPJ6	MED4_HUMAN	3238155.993	3533421.796	3247199.46	3522206.044	3047733.377	3192081.086
P34599	MTX2_CAEEL	1250396.886	1602830.708	1238977.652	2099744.184	2197566.827	2002793.965
P49017	COQ5_YEAST	13623223.15	13795281.23	10751222.27	8161803.44	9135469.747	7915835.045
P36016	LHS1_YEAST	8694978.343	9855680.455	9826649.792	4286249.459	3778320.928	4391071.264
Q9BWW4	SSBP3_HUMAN	3076265.584	2438782.355	2382942.859	2440978.714	2011414.097	2839779.674
Q96DA6	TIM14_HUMAN	5642748.57	6322675.137	7079120.449	5805053.037	5911531.171	5152160.114
P53295	RBG2_YEAST	2076576.936	2652443.138	2081955.171	1312957.669	1599127.347	1221565.966
A6NJ78	MET15_HUMAN	316476.71	1090660.669	295570.6132	1380414.468	1730771.86	1502769.339
Q8TD31	CCHCR_HUMAN	338879.6536	890411.4987	1246056.329	300007.7977	963210.6803	845688.5989
Q9XUU8	Q9XUU8_CAEEL	1256097.29	2339227.39	1855040.715	1906678.28	1429699.683	2224530.199
G5EFC8	G5EFC8_CAEEL	1396115.715	1349982.867	1590319.723	1669106.391	2839610.944	1850693.273
Q96SY0	VWA9_HUMAN	2168706.895	2413887.143	2231635.617	2383979.946	1949309.488	2278579.82
Q17561	Q17561_CAEEL	5404091.713	3994672.595	3343298.957	5576684.495	4725181.272	4325716.043
P0ABK5	CYSK_ECOLI	912237.2445	NA	1502127.668	NA	NA	1691559.231
Q9Y5N5	HEMK2_HUMAN	434056.1881	413941.4459	NA	548763.0198	583585.6169	445444.4898
Q18074	Q18074_CAEEL	7757450.203	7206610.986	6986897.261	7672431.489	8324213.7	8867469.063
Q14119	VEZF1_HUMAN	1112199.904	1014827.822	1396939.115	1498655.812	1567015.659	1456561.555
Q9Y3E1	HDGR3_HUMAN	703544.5283	605174.9835	1600524.875	744760.0501	3007142.61	397986.384
Q8N8A2	ANR44_HUMAN	1386919.185	1168530.658	1280764.528	1567360.286	945634.6933	1174283.687
P38998	LYS1_YEAST	8460392.785	9213531.984	7806860.083	5685830.557	5234117.182	4236918.622
Q9BT43	RPC7L_HUMAN	202582.2593	NA	199612.712	NA	NA	412428.1842
Q96ND0	F210A_HUMAN	3133790.525	2112729.471	2625507.895	2630230.369	2624913.108	2390118.934
O75648	MTU1_HUMAN	2032226.664	816338.7493	1587758.972	2070761.577	1472721.632	2200781.5
Q22308	Q22308_CAEEL	1605825.085	1630342.531	1968761.962	2623573.532	2482411.871	2301083.389
Q8WVZ9	KBTB7_HUMAN	2053481.904	1842042.843	2407853.063	2244932.878	2033259.589	2451237.148
Q5T5Y3	CAMP1_HUMAN	864864.8016	812168.2359	NA	999809.0532	1182691.361	1464488.706
P38875	GPI16_YEAST	760344.004	917252.8911	NA	NA	NA	NA
P36101	TCD2_YEAST	2237160.086	2681634.219	2017481.082	NA	NA	1579058.207
P54252	ATX3_HUMAN	2332014.16	2469406.826	1834287.386	2650411.379	1965731.997	1660151.271
O00399	DCTN6_HUMAN	2660241.619	3890685.142	3874838.428	3115506.909	3405388.939	4069502.653
O15131	IMA6_HUMAN	3631236.848	NA	NA	3285282.156	NA	NA
Q18258	Q18258_CAEEL	1068629.344	NA	NA	2009955.909	2286731.089	NA
Q21018	CRI3_CAEEL	12577180.08	18370411.85	17406821.12	22721405.68	24721205.28	24174989.79
Q9TYY5	Q9TYY5_CAEEL	3880297.78	3832153.419	2824775.105	4875173.67	4089616.073	4672363.026
P28548	CSK2B_CAEEL	7350882.525	7073322.511	6106667.513	8772644.846	9017850.48	8118300.508
P83876	TXN4A_HUMAN	1509207.188	2396068.749	2713614.998	1769769.626	1592932.268	NA
Q18143	CHITL_CAEEL	2166056.548	3579569.928	2883341.467	3167507.5	2838076.406	1670784.389
Q23092	FABP4_CAEEL	1213938.164	2986657.374	1672638.487	3616342.356	2744746.209	3608900.864
Q8IYB5	SMAP1_HUMAN	4226353.188	4392416.864	3343301.248	3544318.619	3639816.978	3299781.168
O75054	IGSF3_HUMAN	3552532.587	4273261.716	4679354.555	3782535.804	3920633.655	5775742.367
Q4R165	Q4R165_CAEEL	738038.7938	NA	NA	NA	NA	NA
Q5J8M3	EMC4_HUMAN	3170255.444	3739269.877	3669208.91	3087713.4	3455437.399	3830026.143
Q8NDC0	MISSL_HUMAN	19852623.4	14606505.52	11841826.11	25149568.8	15264255.04	11426432.33
Q9XVZ2	Q9XVZ2_CAEEL	2313925.582	NA	NA	3065015.515	3883095.733	2157383.157
P53671	LIMK2_HUMAN	685357.1525	1110142.95	NA	1056709.206	882074.6181	1316239.111
O00560	SDCB1_HUMAN	2445660.734	2645435.302	3111003.041	3055917.647	3006823.88	2741717.642
P17535	JUND_HUMAN	1003727.321	1694747.814	2928636.186	816245.9348	NA	1145595.102
O95363	SYFM_HUMAN	3061573.902	2857161.901	2607240.607	3132640.275	3190794.717	2882462.548
O17621	O17621_CAEEL	1735549.575	2986308.755	2084438.475	2590121.323	2833024.894	2468964.597
P13591	NCAM1_HUMAN	1542157.418	NA	NA	2838855.82	NA	NA
Q965N8	Q965N8_CAEEL	1347913.47	1490179.067	1099165.099	2411807.815	2335151.853	2032892.217
Q95XX0	Q95XX0_CAEEL	4094393.502	4155266.322	4621501.619	6408652.033	6715754.274	8897870.137
O45293	GALT8_CAEEL	2045616.248	2291524.726	2024536.619	3096374.823	2499862.868	2782073.815
Q9Y2H1	ST38L_HUMAN	1822153.449	3111666.876	2716955.208	NA	3473917.339	3048156.64
Q12692	H2AZ_YEAST	3231061.92	2552195.5	4439716.909	1863088.095	1543674.071	2226905.557
Q9TYK1	GAR1_CAEEL	16866963.9	14557355.8	14025527.29	25273100.99	20514856.46	17054123.52
Q9H944	MED20_HUMAN	4508758.07	3786825.493	5110028.469	4207754.037	4252573.53	5677852.701
O76561	O76561_CAEEL	2522156.324	2308791.6	2905948.103	2787055.211	2707789.029	3697575.352
Q9UHA3	RLP24_HUMAN	4137416.273	6732691.833	NA	7306713.086	7572653.168	6923248.101
O62289	O62289_CAEEL	9269953.256	12104024.42	10979702.45	15028861.32	13478003.49	14368751.76
Q14194	DPYL1_HUMAN	1103297.409	941525.1467	NA	781972.6503	916378.5841	NA
Q22392	Q22392_CAEEL	849617.9693	552926.115	NA	857654.8203	NA	NA
O43896	KIF1C_HUMAN	747823.1469	993319.9444	733814.9618	794640.5444	879452.2735	929549.5695
O14907	TX1B3_HUMAN	1785731.721	2603609.885	1699667.511	1775281.734	1436103.837	2705049.913
Q8WVM0	TFB1M_HUMAN	1912698.744	1183423.193	1352723.456	1909288.05	1896970.335	1418514.971
Q5T9S5	CCD18_HUMAN	755496.7284	NA	NA	NA	NA	NA
P25098	ARBK1_HUMAN	1804194.987	1561300.296	1697823.879	1825696.292	1870797.095	1681690.346
Q04170	YD391_YEAST	2664940.674	2136599.63	2555125.415	1252709.043	887000.7303	1262686.225
P10174	COX7_YEAST	15868511.68	15871639.26	16687023.35	8033860.076	7707877.495	8174900.741
Q96R06	SPAG5_HUMAN	1515833.389	1647856.355	1704204.891	1628479.799	1951097.556	1689195.027
O15111	IKKA_HUMAN	3232514.822	3185740.302	2884382.473	3242512.425	3318379.308	4751063.836
P22936	APN1_YEAST	848955.3127	871813.0706	958969.0862	NA	NA	2715094.022
Q8IWB7	WDFY1_HUMAN	5051406.187	2009386.376	2866482.765	NA	NA	NA
Q23368	Q23368_CAEEL	352282.4547	489676.6264	527456.6215	471528.6102	626337.9937	575212.4683
Q9Y223	GLCNE_HUMAN	1568567.41	1545019.429	1526377.933	1411241.669	1536606.629	1629542.419
P90983	P90983_CAEEL	29292217.85	31047266.3	34984775.54	34888129.43	42823010.23	55116490.15
Q96GE9	TM261_HUMAN	1440777.363	1299967.163	1176363.088	1160863.972	1347480.706	1754036.185
P78545	ELF3_HUMAN	309070.9452	322460.3278	442728.7719	373103.9594	NA	329334.6348
Q9H4F8	SMOC1_HUMAN	894124.9351	1025535.182	980612.9245	990137.9925	944517.4907	951888.8062
Q22140	Q22140_CAEEL	1452138.315	1107190.194	1270812.608	1943664.916	1651782.154	1445408.859
Q08AF3	SLFN5_HUMAN	3450748.618	4104346.063	4006975.486	4012868.864	3400859.54	4329391.517
P38833	YHS7_YEAST	959177.737	2227558.351	1990387.385	NA	NA	NA
Q8N392	RHG18_HUMAN	432955.385	356506.0336	NA	396146.0278	921964.0715	1206490.468
P34477	UBC7_CAEEL	1310534.253	1203376.84	1125204.92	1221624.082	1597869.861	1857011.32
Q8IUH3	RBM45_HUMAN	1321343.667	1369083.594	1627755.023	1935410.96	1177311.674	1757341.474
Q96MW5	COG8_HUMAN	1248666.182	1400488.435	1501040.105	1483121.368	1256349.577	1595000.72
P0CG13	CTF8_HUMAN	1169282.833	1335542.462	1230828.352	NA	1439104.78	1334752.718
Q15172	2A5A_HUMAN	2189843.985	2430838.317	1597910.05	2672639.832	2490183.806	2212878.445
Q00772	SLT2_YEAST	1841201.779	1601443.988	NA	NA	NA	NA
C6KRQ4	C6KRQ4_CAEEL	631523.1311	962487.156	937340.718	1103110.291	1113424.662	1081722.716
Q93242	Q93242_CAEEL	648233.3302	1173952.245	494727.2768	1099629.794	1170486.794	1455038.282
Q8IXQ3	CI040_HUMAN	1191341.54	1804515.697	1287826.505	2107124.563	2071572.631	2564696.92
Q22757	Q22757_CAEEL	1825934.752	1371120.484	1449427.327	1870764.693	2012763.863	1827861.599
P49435	APT1_YEAST	7188603.665	7502061.555	6453187.02	4405412.814	4026670.665	3787778.674
P40515	FIS1_YEAST	2733888.204	3102104.24	2487544.28	1579044.559	1752056.397	1724318.122
Q93100	KPBB_HUMAN	2439903.233	3672701.469	3014895.602	2886663.849	2636557.735	3728637.69
P07996	TSP1_HUMAN	1662710.211	2247387.624	1856605.721	2026373.546	1875125.075	2135745.854
Q18947	Q18947_CAEEL	8475210.519	8670000.614	7983776.735	8953450.448	12028023.39	14488243.49
P63146	UBE2B_HUMAN	2568672.593	2063536.502	1652589.03	2078211.65	NA	2365323.992
P35179	SC61G_YEAST	26926114.5	31763099.28	34419532.53	15201407.43	14910967.96	14901233.07
P34475	TBG_CAEEL	672678.5653	NA	468201.6287	601637.2384	731753.986	459135.7104
